param n := 128;
param : E :   a :=
118 103    6
118 104    19
118 105    26
118 106    21
118 107    33
118 108    32
118 109    7
118 110    23
118 111    28
118 112    19
118 113    24
118 114    21
118 115    6
118 116    25
118 117    11
118 118    24
118 119    24
118 120    16
118 121    22
118 122    19
118 123    31
118 124    36
118 125    32
118 126    59
118 127    11
118 128    116
119 1    12
119 2    16
119 3    5
119 4    16
119 5    1
119 6    7
119 7    23
119 8    7
119 9    20
119 10    20
119 11    22
119 12    16
119 13    28
119 14    2
119 15    23
119 16    21
119 17    12
119 18    13
119 19    17
119 20    25
119 21    32
119 22    31
119 23    27
119 24    1
119 25    27
119 26    26
119 27    30
119 28    20
119 29    17
119 30    16
119 31    23
119 32    17
119 33    10
119 34    28
119 35    24
119 36    28
119 37    2
119 38    23
119 39    28
119 40    5
119 41    15
119 42    19
119 43    6
119 44    26
119 45    5
119 46    33
119 47    1
119 48    25
119 49    23
119 50    33
119 51    11
119 52    13
119 53    23
119 54    14
119 55    17
119 56    32
119 57    11
119 58    4
119 59    19
119 60    27
119 61    23
119 62    13
119 63    33
119 64    5
119 65    22
119 66    22
119 67    3
119 68    1
119 69    31
119 70    12
119 71    15
119 72    2
119 73    6
119 74    23
119 75    3
119 76    30
119 77    9
119 78    10
119 79    9
119 80    26
119 81    33
119 82    20
119 83    21
119 84    8
119 85    10
119 86    15
119 87    22
119 88    10
119 89    10
119 90    2
119 91    23
119 92    18
119 93    5
119 94    13
119 95    7
119 96    58
119 97    19
119 98    22
119 99    16
119 100    18
119 101    29
119 102    11
119 103    7
119 104    33
119 105    18
119 106    33
119 107    8
119 108    26
119 109    31
119 110    22
119 111    32
119 112    37
119 113    15
119 114    22
119 115    5
119 116    26
119 117    4
119 118    17
119 119    28
119 120    7
119 121    29
119 122    6
119 123    12
119 124    63
119 125    2
119 126    55
119 127    2
119 128    125
120 1    55
120 2    56
120 3    38
120 4    5
120 5    7
120 6    7
120 7    49
120 8    64
120 9    17
120 10    16
120 11    45
120 12    57
120 13    37
120 14    60
120 15    55
120 16    60
120 17    63
120 18    9
120 19    28
120 20    62
120 21    55
120 22    21
120 23    41
120 24    26
120 25    7
120 26    15
120 27    9
120 28    2
120 29    33
120 30    34
120 31    5
120 32    16
120 33    30
120 34    16
120 35    51
120 36    33
120 37    50
120 38    41
120 39    20
120 40    51
120 41    13
120 42    28
120 43    4
120 44    46
120 45    23
120 46    5
120 47    55
120 48    46
120 49    5
120 50    45
120 51    38
120 52    18
120 53    49
120 54    56
120 55    50
120 56    34
120 57    15
120 58    36
120 59    39
120 60    55
120 61    9
120 62    4
120 63    3
120 64    19
120 65    28
120 66    64
120 67    13
120 68    65
120 69    63
120 70    12
120 71    23
120 72    44
120 73    55
120 74    52
120 75    30
120 76    25
120 77    20
120 78    51
120 79    40
120 80    18
120 81    54
120 82    46
120 83    37
120 84    19
120 85    26
120 86    35
120 87    49
120 88    54
120 89    61
120 90    32
120 91    31
120 92    43
120 93    12
120 94    50
120 95    38
120 96    29
120 97    58
120 98    64
120 99    12
120 100    25
120 101    40
120 102    54
120 103    43
120 104    48
120 105    31
120 106    15
120 107    21
120 108    56
120 109    36
120 110    23
120 111    40
120 112    17
120 113    56
120 114    22
120 115    7
120 116    59
120 117    59
120 118    26
120 119    2
120 120    34
120 121    52
120 122    32
120 123    55
120 124    36
120 125    2
120 126    39
120 127    48
120 128    27
121 1    14
121 2    6
121 3    12
121 4    15
121 5    12
121 6    6
121 7    15
121 8    6
121 9    16
121 10    10
121 11    17
121 12    9
121 13    2
121 14    12
121 15    13
121 16    17
121 17    3
121 18    6
121 19    10
121 20    10
121 21    12
121 22    14
121 23    2
121 24    17
121 25    4
121 26    1
121 27    11
121 28    2
121 29    16
121 30    6
121 31    1
121 32    31
121 33    17
121 34    3
121 35    16
121 36    7
121 37    3
121 38    13
121 39    14
121 40    5
121 41    10
121 42    6
121 43    1
121 44    16
121 45    9
121 46    1
121 47    1
121 48    18
121 49    4
121 50    5
121 51    8
121 52    1
121 53    5
121 54    7
121 55    4
121 56    30
121 57    4
121 58    17
121 59    14
121 60    19
121 61    10
121 62    10
121 63    32
121 64    64
121 65    65
121 66    2
121 67    17
121 68    8
121 69    14
121 70    7
121 71    3
121 72    6
121 73    6
121 74    4
121 75    14
121 76    8
121 77    7
121 78    9
121 79    7
121 80    10
121 81    20
121 82    1
121 83    9
121 84    15
121 85    6
121 86    9
121 87    15
121 88    18
121 89    8
121 90    5
121 91    13
121 92    33
121 93    10
121 94    13
121 95    26
121 96    8
121 97    10
121 98    10
121 99    9
121 100    1
121 101    10
121 102    6
121 103    13
121 104    10
121 105    5
121 106    9
121 107    9
121 108    27
121 109    6
121 110    26
121 111    6
121 112    11
121 113    15
121 114    12
121 115    14
121 116    26
121 117    16
121 118    12
121 119    28
121 120    39
121 121    17
121 122    28
121 123    20
121 124    40
121 125    26
121 126    43
121 127    38
121 128    97
122 1    21
122 2    15
122 3    19
122 4    6
122 5    22
122 6    15
122 7    3
122 8    18
122 9    15
122 10    17
122 11    22
122 12    21
122 13    17
122 14    29
122 15    17
122 16    1
122 17    29
122 18    19
122 19    26
122 20    15
122 21    18
122 22    4
122 23    5
122 24    25
122 25    24
122 26    17
122 27    28
122 28    23
122 29    7
122 30    23
122 31    15
122 32    14
122 33    21
122 34    21
122 35    15
122 36    11
122 37    16
122 38    33
122 39    21
122 40    3
122 41    30
122 42    7
122 43    22
122 44    4
122 45    7
122 46    28
122 47    19
122 48    19
122 49    32
122 50    1
122 51    28
122 52    26
122 53    31
122 54    24
122 55    28
122 56    28
122 57    19
122 58    1
122 59    1
122 60    14
122 61    12
122 62    4
122 63    1
122 64    59
122 65    1
122 66    6
122 67    16
122 68    21
122 69    33
122 70    28
122 71    10
122 72    4
122 73    18
122 74    27
122 75    32
122 76    17
122 77    21
122 78    10
122 79    14
122 80    3
122 81    29
122 82    15
122 83    26
122 84    32
122 85    27
122 86    23
122 87    8
122 88    6
122 89    15
122 90    11
122 91    33
122 92    21
122 93    25
122 94    8
122 95    18
122 96    65
122 97    6
122 98    33
122 99    25
122 100    16
122 101    15
122 102    10
122 103    15
122 104    25
122 105    14
122 106    14
122 107    29
122 108    26
122 109    23
122 110    19
122 111    12
122 112    55
122 113    4
122 114    26
122 115    25
122 116    20
122 117    29
122 118    30
122 119    32
122 120    59
122 121    18
122 122    33
122 123    12
122 124    17
122 125    3
122 126    65
122 127    49
122 128    12
123 1    11
123 2    28
123 3    19
123 4    11
123 5    4
123 6    13
123 7    14
123 8    10
123 9    10
123 10    1
123 11    19
123 12    4
123 13    6
123 14    12
123 15    9
123 16    21
123 17    20
123 18    26
123 19    18
123 20    12
123 21    5
123 22    7
123 23    15
123 24    3
123 25    29
123 26    11
123 27    33
123 28    31
123 29    11
123 30    26
123 31    9
123 32    12
123 33    18
123 34    7
123 35    15
123 36    12
123 37    6
123 38    27
123 39    17
123 40    9
123 41    24
123 42    8
123 43    4
123 44    15
123 45    5
123 46    30
123 47    26
123 48    22
123 49    25
123 50    18
123 51    29
123 52    8
123 53    19
123 54    5
123 55    22
123 56    2
123 57    22
123 58    22
123 59    15
123 60    30
123 61    20
123 62    6
123 63    11
123 64    9
123 65    16
123 66    23
123 67    12
123 68    3
123 69    19
123 70    26
123 71    17
123 72    25
123 73    19
123 74    16
123 75    20
123 76    10
123 77    33
123 78    3
123 79    16
123 80    26
123 81    3
123 82    27
123 83    1
123 84    24
123 85    9
123 86    2
123 87    29
123 88    23
123 89    23
123 90    1
123 91    25
123 92    18
123 93    33
123 94    11
123 95    26
123 96    6
123 97    17
123 98    13
123 99    24
123 100    3
123 101    10
123 102    6
123 103    21
123 104    20
123 105    30
123 106    10
123 107    3
123 108    33
123 109    18
123 110    16
123 111    3
123 112    46
123 113    1
123 114    14
123 115    31
123 116    19
123 117    10
123 118    32
123 119    19
123 120    2
123 121    1
123 122    17
123 123    9
123 124    60
123 125    1
123 126    39
123 127    21
123 128    111
124 1    40
124 2    39
124 3    32
124 4    6
124 5    44
124 6    59
124 7    39
124 8    14
124 9    35
124 10    17
124 11    28
124 12    52
124 13    45
124 14    61
124 15    60
124 16    4
124 17    48
124 18    14
124 19    27
124 20    41
124 21    41
124 22    42
124 23    46
124 24    2
124 25    2
124 26    2
124 27    23
124 28    22
124 29    31
124 30    45
124 31    64
124 32    61
124 33    61
124 34    4
124 35    11
124 36    28
124 37    10
124 38    45
124 39    2
124 40    31
124 41    9
124 42    56
124 43    61
124 44    63
124 45    12
124 46    39
124 47    17
124 48    56
124 49    59
124 50    54
124 51    38
124 52    13
124 53    63
124 54    13
124 55    63
124 56    30
124 57    46
124 58    54
124 59    27
124 60    54
124 61    40
124 62    28
124 63    58
124 64    41
124 65    51
124 66    50
124 67    64
124 68    18
124 69    17
124 70    12
124 71    13
124 72    60
124 73    13
124 74    60
124 75    11
124 76    58
124 77    19
124 78    30
124 79    25
124 80    36
124 81    10
124 82    45
124 83    32
124 84    46
124 85    55
124 86    60
124 87    29
124 88    52
124 89    26
124 90    51
124 91    50
124 92    55
124 93    29
124 94    62
124 95    59
124 96    42
124 97    55
124 98    33
124 99    53
124 100    4
124 101    51
124 102    24
124 103    61
124 104    37
124 105    49
124 106    17
124 107    4
124 108    13
124 109    48
124 110    51
124 111    15
124 112    11
124 113    10
124 114    29
124 115    59
124 116    10
124 117    36
124 118    4
124 119    40
124 120    36
124 121    36
124 122    22
124 123    8
124 124    22
124 125    52
124 126    22
124 127    13
124 128    23
125 1    27
125 2    30
125 3    19
125 4    13
125 5    1
125 6    21
125 7    9
125 8    23
125 9    5
125 10    14
125 11    16
125 12    6
125 13    27
125 14    18
125 15    17
125 16    10
125 17    21
125 18    7
125 19    22
125 20    21
125 21    3
125 22    33
125 23    31
125 24    2
125 25    6
125 26    13
125 27    30
125 28    24
125 29    5
125 30    19
125 31    2
125 32    9
125 33    3
125 34    23
125 35    25
125 36    17
125 37    19
125 38    27
125 39    24
125 40    6
125 41    18
125 42    13
125 43    22
125 44    2
125 45    2
125 46    30
125 47    7
125 48    27
125 49    16
125 50    14
125 51    2
125 52    24
125 53    9
125 54    32
125 55    21
125 56    17
125 57    32
125 58    4
125 59    22
125 60    17
125 61    24
125 62    24
125 63    22
125 64    38
125 65    45
125 66    18
125 67    27
125 68    11
125 69    12
125 70    24
125 71    32
125 72    30
125 73    32
125 74    13
125 75    17
125 76    10
125 77    9
125 78    11
125 79    31
125 80    22
125 81    9
125 82    28
125 83    7
125 84    31
125 85    21
125 86    14
125 87    18
125 88    24
125 89    21
125 90    17
125 91    13
125 92    31
125 93    13
125 94    20
125 95    9
125 96    5
125 97    33
125 98    22
125 99    18
125 100    26
125 101    31
125 102    2
125 103    4
125 104    10
125 105    31
125 106    30
125 107    33
125 108    27
125 109    32
125 110    1
125 111    15
125 112    64
125 113    28
125 114    20
125 115    24
125 116    13
125 117    12
125 118    12
125 119    1
125 120    8
125 121    18
125 122    9
125 123    18
125 124    28
125 125    25
125 126    51
125 127    43
125 128    94
126 1    63
126 2    52
126 3    43
126 4    41
126 5    2
126 6    57
126 7    63
126 8    17
126 9    2
126 10    29
126 11    32
126 12    36
126 13    15
126 14    31
126 15    22
126 16    19
126 17    52
126 18    59
126 19    34
126 20    26
126 21    58
126 22    57
126 23    37
126 24    56
126 25    43
126 26    18
126 27    50
126 28    38
126 29    55
126 30    39
126 31    41
126 32    24
126 33    25
126 34    48
126 35    6
126 36    12
126 37    62
126 38    54
126 39    62
126 40    59
126 41    23
126 42    41
126 43    20
126 44    59
126 45    5
126 46    49
126 47    28
126 48    23
126 49    35
126 50    24
126 51    49
126 52    10
126 53    36
126 54    2
126 55    25
126 56    33
126 57    56
126 58    51
126 59    51
126 60    50
126 61    55
126 62    57
126 63    14
126 64    27
126 65    13
126 66    44
126 67    20
126 68    48
126 69    16
126 70    56
126 71    20
126 72    60
126 73    21
126 74    24
126 75    28
126 76    54
126 77    31
126 78    40
126 79    32
126 80    19
126 81    43
126 82    33
126 83    59
126 84    55
126 85    16
126 86    54
126 87    28
126 88    18
126 89    37
126 90    22
126 91    3
126 92    56
126 93    28
126 94    45
126 95    2
126 96    16
126 97    6
126 98    1
126 99    59
126 100    36
126 101    9
126 102    26
126 103    45
126 104    16
126 105    53
126 106    61
126 107    6
126 108    33
126 109    24
126 110    40
126 111    27
126 112    30
126 113    39
126 114    18
126 115    6
126 116    59
126 117    21
126 118    51
126 119    40
126 120    60
126 121    28
126 122    28
126 123    59
126 124    38
126 125    2
126 126    15
126 127    30
126 128    75
127 1    36
127 2    16
127 3    11
127 4    9
127 5    7
127 6    26
127 7    37
127 8    30
127 9    32
127 10    30
127 11    33
127 12    61
127 13    8
127 14    61
127 15    44
127 16    21
127 17    9
127 18    43
127 19    42
127 20    52
127 21    52
127 22    34
127 23    60
127 24    17
127 25    62
127 26    2
127 27    33
127 28    38
127 29    10
127 30    24
127 31    10
127 32    24
127 33    52
127 34    37
127 35    46
127 36    60
127 37    27
127 38    40
127 39    60
127 40    14
127 41    27
127 42    17
127 43    2
127 44    61
127 45    35
127 46    44
127 47    40
127 48    48
127 49    3
127 50    16
127 51    9
127 52    43
127 53    16
127 54    53
127 55    7
127 56    61
127 57    32
127 58    63
127 59    12
127 60    41
127 61    62
127 62    44
127 63    42
127 64    11
127 65    57
127 66    21
127 67    44
127 68    9
127 69    34
127 70    17
127 71    8
127 72    54
127 73    65
127 74    59
127 75    48
127 76    41
127 77    49
127 78    48
127 79    55
127 80    57
127 81    22
127 82    19
127 83    59
127 84    59
127 85    48
127 86    14
127 87    42
127 88    30
127 89    35
127 90    27
127 91    18
127 92    23
127 93    1
127 94    59
127 95    11
127 96    17
127 97    39
127 98    23
127 99    57
127 100    18
127 101    42
127 102    2
127 103    14
127 104    27
127 105    17
127 106    54
127 107    59
127 108    17
127 109    44
127 110    6
127 111    63
127 112    39
127 113    57
127 114    41
127 115    15
127 116    7
127 117    38
127 118    63
127 119    27
127 120    30
127 121    9
127 122    2
127 123    20
127 124    34
